concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
2211413		Procedure	CPT4	CPT4	S	72147	19700101	20991231	
2211414		Procedure	CPT4	CPT4	S	72148	19700101	20991231	
2211415		Procedure	CPT4	CPT4	S	72149	19700101	20991231	
2211416		Procedure	CPT4	CPT4	S	72156	19700101	20991231	
2211417		Procedure	CPT4	CPT4	S	72157	19700101	20991231	
2211418		Procedure	CPT4	CPT4	S	72158	19700101	20991231	
2211419		Procedure	CPT4	CPT4		72159	19700101	20991231	
2211420		Procedure	CPT4	CPT4	S	72170	19700101	20991231	
2211421		Procedure	CPT4	CPT4	S	72190	19700101	20991231	
2211422		Procedure	CPT4	CPT4		72191	19700101	20991231	
2211423		Procedure	CPT4	CPT4		72192	19700101	20991231	
2211424		Procedure	CPT4	CPT4		72193	19700101	20991231	
2211425		Procedure	CPT4	CPT4	S	72194	19700101	20991231	
2211426		Procedure	CPT4	CPT4	S	72195	19700101	20991231	
2211427		Procedure	CPT4	CPT4		72196	19700101	20991231	
2211428		Procedure	CPT4	CPT4	S	72197	19700101	20991231	
2211429		Procedure	CPT4	CPT4		72198	19700101	20991231	
2211430		Procedure	CPT4	CPT4	S	72200	19700101	20991231	
2211431		Procedure	CPT4	CPT4	S	72202	19700101	20991231	
2211432		Procedure	CPT4	CPT4		72220	19700101	20991231	
2211433		Procedure	CPT4	CPT4		72240	19700101	20991231	
2211434		Procedure	CPT4	CPT4		72255	19700101	20991231	
2211435		Procedure	CPT4	CPT4		72265	19700101	20991231	
2211436		Procedure	CPT4	CPT4	S	72270	19700101	20991231	
2211437		Procedure	CPT4	CPT4	S	72275	19700101	20211231	
2211438		Procedure	CPT4	CPT4	S	72285	19700101	20991231	
2211439		Procedure	CPT4	CPT4	S	72291	20070703	20150510	
2211440		Procedure	CPT4	CPT4	S	72292	20070703	20150510	
2211441		Procedure	CPT4	CPT4		72295	19700101	20991231	
42739675		Observation	CPT4	CPT4 Modifier	S	73	19700101	20991231	
2211443		Procedure	CPT4	CPT4		73000	19700101	20991231	
2211444		Procedure	CPT4	CPT4	S	73010	19700101	20991231	
2211445		Procedure	CPT4	CPT4	S	73020	19700101	20991231	
2211446		Procedure	CPT4	CPT4	S	73030	19700101	20991231	
2211447		Procedure	CPT4	CPT4	S	73040	19700101	20991231	
2211448		Procedure	CPT4	CPT4	S	73050	19700101	20991231	
2211449		Procedure	CPT4	CPT4	S	73060	19700101	20991231	
2211450		Procedure	CPT4	CPT4	S	73070	19700101	20991231	
2211451		Procedure	CPT4	CPT4	S	73080	19700101	20991231	
2211452		Procedure	CPT4	CPT4	S	73085	19700101	20991231	
2211453		Procedure	CPT4	CPT4	S	73090	19700101	20991231	
2211454		Procedure	CPT4	CPT4	S	73092	19700101	20991231	
2211455		Procedure	CPT4	CPT4	S	73100	19700101	20991231	
2211456		Procedure	CPT4	CPT4	S	73110	19700101	20991231	
2211457		Procedure	CPT4	CPT4	S	73115	19700101	20991231	
2211458		Procedure	CPT4	CPT4	S	73120	19700101	20991231	
2211459		Procedure	CPT4	CPT4	S	73130	19700101	20991231	
2211460		Procedure	CPT4	CPT4	S	73140	19700101	20991231	
2211461		Procedure	CPT4	CPT4	S	73200	19700101	20991231	
2211462		Procedure	CPT4	CPT4		73201	19700101	20991231	
2211463		Procedure	CPT4	CPT4	S	73202	19700101	20991231	
2211464		Procedure	CPT4	CPT4	S	73206	19700101	20991231	
2211465		Procedure	CPT4	CPT4	S	73218	19700101	20991231	
2211466		Procedure	CPT4	CPT4	S	73219	19700101	20991231	
2211467		Procedure	CPT4	CPT4	S	73220	19700101	20991231	
2211468		Procedure	CPT4	CPT4	S	73221	19700101	20991231	
2211469		Procedure	CPT4	CPT4	S	73222	19700101	20991231	
2211470		Procedure	CPT4	CPT4	S	73223	19700101	20991231	
2211471		Procedure	CPT4	CPT4	S	73225	19700101	20991231	
2211472		Procedure	CPT4	CPT4	S	73500	19700101	20170507	
42628478		Procedure	CPT4	CPT4	S	73501	20160501	20991231	
42628025		Procedure	CPT4	CPT4	S	73502	20160501	20991231	
42628026		Procedure	CPT4	CPT4	S	73503	20170508	20991231	
2211473		Procedure	CPT4	CPT4	S	73510	19700101	20170507	
2211474		Procedure	CPT4	CPT4	S	73520	19700101	20170507	
42628062		Procedure	CPT4	CPT4	S	73521	20160501	20991231	
42628639		Procedure	CPT4	CPT4	S	73522	20160501	20991231	
42628479		Procedure	CPT4	CPT4	S	73523	20160501	20991231	
2211475		Procedure	CPT4	CPT4	S	73525	19700101	20991231	
2211476		Procedure	CPT4	CPT4	S	73530	19700101	20170507	
2211477		Procedure	CPT4	CPT4	S	73540	19700101	20170507	
2211478		Procedure	CPT4	CPT4	S	73542	19700101	20120507	
2211479		Procedure	CPT4	CPT4	S	73550	19700101	20170507	
42628480		Procedure	CPT4	CPT4	S	73551	20160501	20991231	
42627900		Procedure	CPT4	CPT4	S	73552	20160501	20991231	
2211480		Procedure	CPT4	CPT4	S	73560	19700101	20991231	
2211481		Procedure	CPT4	CPT4	S	73562	19700101	20991231	
2211482		Procedure	CPT4	CPT4	S	73564	19700101	20991231	
2211483		Procedure	CPT4	CPT4	S	73565	19700101	20991231	
2211484		Procedure	CPT4	CPT4	S	73580	19700101	20991231	
2211485		Procedure	CPT4	CPT4	S	73590	19700101	20991231	
2211486		Procedure	CPT4	CPT4	S	73592	19700101	20991231	
2211487		Procedure	CPT4	CPT4	S	73600	19700101	20991231	
2211488		Procedure	CPT4	CPT4	S	73610	19700101	20991231	
2211489		Procedure	CPT4	CPT4	S	73615	19700101	20991231	
2211490		Procedure	CPT4	CPT4	S	73620	19700101	20991231	
2211491		Procedure	CPT4	CPT4	S	73630	19700101	20991231	
2211492		Procedure	CPT4	CPT4	S	73650	19700101	20991231	
2211493		Procedure	CPT4	CPT4	S	73660	19700101	20991231	
2211494		Procedure	CPT4	CPT4	S	73700	19700101	20991231	
2211495		Procedure	CPT4	CPT4		73701	19700101	20991231	
2211496		Procedure	CPT4	CPT4	S	73702	19700101	20991231	
2211497		Procedure	CPT4	CPT4	S	73706	19700101	20991231	
2211498		Procedure	CPT4	CPT4	S	73718	19700101	20991231	
2211499		Procedure	CPT4	CPT4	S	73719	19700101	20991231	
2211500		Procedure	CPT4	CPT4	S	73720	19700101	20991231	
2211501		Procedure	CPT4	CPT4	S	73721	19700101	20991231	
2211502		Procedure	CPT4	CPT4	S	73722	19700101	20991231	
2211503		Procedure	CPT4	CPT4	S	73723	19700101	20991231	
2211504		Procedure	CPT4	CPT4	S	73725	19700101	20991231	
42739676		Observation	CPT4	CPT4 Modifier	S	74	19700101	20991231	
2211506		Procedure	CPT4	CPT4	S	74000	19700101	20180506	
2211507		Procedure	CPT4	CPT4	S	74010	19700101	20180506	
724944		Procedure	CPT4	CPT4	S	74018	20150501	20991231	
724945		Procedure	CPT4	CPT4	S	74019	20180501	20991231	
2211508		Procedure	CPT4	CPT4	S	74020	19700101	20180506	
724988		Procedure	CPT4	CPT4	S	74021	20180501	20991231	
2211509		Procedure	CPT4	CPT4	S	74022	19700101	20991231	
2211510		Procedure	CPT4	CPT4	S	74150	19700101	20991231	
2211511		Procedure	CPT4	CPT4		74160	19700101	20991231	
2211512		Procedure	CPT4	CPT4	S	74170	19700101	20991231	
42742548		Procedure	CPT4	CPT4	S	74174	20120507	20991231	
2211513		Procedure	CPT4	CPT4	S	74175	19700101	20991231	
40756931		Procedure	CPT4	CPT4		74176	20110505	20991231	
40756910		Procedure	CPT4	CPT4		74177	20110505	20991231	
40756956		Procedure	CPT4	CPT4	S	74178	20110505	20991231	
2211514		Procedure	CPT4	CPT4		74181	19700101	20991231	
2211515		Procedure	CPT4	CPT4		74182	19700101	20991231	
2211516		Procedure	CPT4	CPT4	S	74183	19700101	20991231	
2211517		Procedure	CPT4	CPT4	S	74185	19700101	20991231	
2211518		Procedure	CPT4	CPT4	S	74190	19700101	20991231	
2211519		Procedure	CPT4	CPT4	S	74210	19700101	20991231	
2211520		Procedure	CPT4	CPT4	S	74220	19700101	20991231	
709983		Procedure	CPT4	CPT4	S	74221	20200504	20991231	
2211521		Procedure	CPT4	CPT4	S	74230	19700101	20991231	
2211522		Procedure	CPT4	CPT4	S	74235	19700101	20991231	
2211523		Procedure	CPT4	CPT4	S	74240	19700101	20991231	
2211524		Procedure	CPT4	CPT4		74241	19700101	20200503	
2211525		Procedure	CPT4	CPT4		74245	19700101	20200503	
2211526		Procedure	CPT4	CPT4	S	74246	19700101	20991231	
2211527		Procedure	CPT4	CPT4	S	74247	19700101	20200503	
709984		Procedure	CPT4	CPT4	S	74248	20200504	20991231	
2211528		Procedure	CPT4	CPT4	S	74249	19700101	20200503	
2211529		Procedure	CPT4	CPT4	S	74250	19700101	20991231	
2211530		Procedure	CPT4	CPT4	S	74251	19700101	20991231	
2211531		Procedure	CPT4	CPT4		74260	19700101	20200503	
40756913		Procedure	CPT4	CPT4	S	74261	20100403	20991231	
40757081		Procedure	CPT4	CPT4	S	74262	20100403	20991231	
40757125		Procedure	CPT4	CPT4	S	74263	20100403	20991231	
2211532		Procedure	CPT4	CPT4	S	74270	19700101	20991231	
2211533		Procedure	CPT4	CPT4	S	74280	19700101	20991231	
2211534		Procedure	CPT4	CPT4	S	74283	19700101	20991231	
2211535		Procedure	CPT4	CPT4		74290	19700101	20991231	
2211536		Procedure	CPT4	CPT4		74291	19700101	20150510	
2211537		Procedure	CPT4	CPT4	S	74300	19700101	20991231	
2211538		Procedure	CPT4	CPT4	S	74301	19700101	20991231	
2211539		Procedure	CPT4	CPT4	S	74305	19700101	20170507	
2211540		Procedure	CPT4	CPT4	S	74320	19700101	20170507	
2211541		Procedure	CPT4	CPT4	S	74327	19700101	20170507	
2211542		Procedure	CPT4	CPT4		74328	19700101	20991231	
2211543		Procedure	CPT4	CPT4		74329	19700101	20991231	
2211544		Procedure	CPT4	CPT4		74330	19700101	20991231	
2211545		Procedure	CPT4	CPT4	S	74340	19700101	20991231	
42734828		Procedure	CPT4	CPT4	S	74350	19700101	20080401	
2211547		Procedure	CPT4	CPT4		74355	19700101	20991231	
2211548		Procedure	CPT4	CPT4	S	74360	19700101	20991231	
2211549		Procedure	CPT4	CPT4	S	74363	19700101	20991231	
2211550		Procedure	CPT4	CPT4		74400	19700101	20991231	
2722249		Procedure	CPT4	CPT4	S	74405	19700101	20130508	
2211551		Procedure	CPT4	CPT4	S	74410	19700101	20991231	
2211552		Procedure	CPT4	CPT4	S	74415	19700101	20991231	
2211553		Procedure	CPT4	CPT4		74420	19700101	20991231	
2211554		Procedure	CPT4	CPT4		74425	19700101	20991231	
2211555		Procedure	CPT4	CPT4	S	74430	19700101	20991231	
2211556		Procedure	CPT4	CPT4	S	74440	19700101	20991231	
2211557		Procedure	CPT4	CPT4		74445	19700101	20991231	
2211558		Procedure	CPT4	CPT4		74450	19700101	20991231	
2211559		Procedure	CPT4	CPT4		74455	19700101	20991231	
2211560		Procedure	CPT4	CPT4		74470	19700101	20991231	
2211561		Procedure	CPT4	CPT4	S	74475	19700101	20170507	
2211562		Procedure	CPT4	CPT4	S	74480	19700101	20170507	
2211563		Procedure	CPT4	CPT4	S	74485	19700101	20991231	
2211564		Procedure	CPT4	CPT4	S	74710	19700101	20991231	
42627901		Procedure	CPT4	CPT4	S	74712	20170508	20991231	
42628027		Procedure	CPT4	CPT4	S	74713	20160501	20991231	
2211565		Procedure	CPT4	CPT4	S	74740	19700101	20991231	
2211566		Procedure	CPT4	CPT4	S	74742	19700101	20991231	
2211567		Procedure	CPT4	CPT4		74775	19700101	20991231	
42737947		Procedure	CPT4	CPT4	S	75552	19700101	20080401	
42737948		Procedure	CPT4	CPT4	S	75553	19700101	20080401	
42737949		Procedure	CPT4	CPT4	S	75554	19700101	20080401	
42737950		Procedure	CPT4	CPT4	S	75555	19700101	20080401	
42737951		Procedure	CPT4	CPT4	S	75556	19700101	20080401	
2211573		Procedure	CPT4	CPT4		75557	20080401	20991231	
42741370		Procedure	CPT4	CPT4	S	75558	20080401	20100403	
2211575		Procedure	CPT4	CPT4	S	75559	20080401	20991231	
42741372		Procedure	CPT4	CPT4	S	75560	20080401	20100403	
2211577		Procedure	CPT4	CPT4	S	75561	20080401	20991231	
42741374		Procedure	CPT4	CPT4	S	75562	20080401	20100403	
2211579		Procedure	CPT4	CPT4	S	75563	20080401	20991231	
42741376		Procedure	CPT4	CPT4	S	75564	20080401	20100403	
40756909		Procedure	CPT4	CPT4		75565	20100403	20991231	
40756939		Procedure	CPT4	CPT4		75571	20100403	20991231	
40757120		Procedure	CPT4	CPT4		75572	20100403	20991231	
40757093		Procedure	CPT4	CPT4	S	75573	20100403	20991231	
40756829		Procedure	CPT4	CPT4	S	75574	20100403	20991231	
2211581		Procedure	CPT4	CPT4	S	75600	19700101	20991231	
2211582		Procedure	CPT4	CPT4	S	75605	19700101	20991231	
2211583		Procedure	CPT4	CPT4	S	75625	19700101	20991231	
2211584		Procedure	CPT4	CPT4	S	75630	19700101	20991231	
2211585		Procedure	CPT4	CPT4	S	75635	19700101	20991231	
2211586		Procedure	CPT4	CPT4	S	75650	19700101	20130508	
2211587		Procedure	CPT4	CPT4		75658	19700101	20180506	
2211588		Procedure	CPT4	CPT4	S	75660	19700101	20130508	
2211589		Procedure	CPT4	CPT4	S	75662	19700101	20130508	
2211590		Procedure	CPT4	CPT4	S	75665	19700101	20130508	
2211591		Procedure	CPT4	CPT4	S	75671	19700101	20130508	
2211592		Procedure	CPT4	CPT4	S	75676	19700101	20130508	
2211593		Procedure	CPT4	CPT4	S	75680	19700101	20130508	
2211594		Procedure	CPT4	CPT4	S	75685	19700101	20130508	
2211595		Procedure	CPT4	CPT4	S	75705	19700101	20991231	
2211596		Procedure	CPT4	CPT4	S	75710	19700101	20991231	
2211597		Procedure	CPT4	CPT4	S	75716	19700101	20991231	
2211598		Procedure	CPT4	CPT4	S	75722	19700101	20120507	
2211599		Procedure	CPT4	CPT4	S	75724	19700101	20120507	
2211600		Procedure	CPT4	CPT4	S	75726	19700101	20991231	
2211601		Procedure	CPT4	CPT4	S	75731	19700101	20991231	
2211602		Procedure	CPT4	CPT4		75733	19700101	20991231	
2211603		Procedure	CPT4	CPT4	S	75736	19700101	20991231	
2211604		Procedure	CPT4	CPT4	S	75741	19700101	20991231	
2211605		Procedure	CPT4	CPT4	S	75743	19700101	20991231	
2211606		Procedure	CPT4	CPT4	S	75746	19700101	20991231	
2211607		Procedure	CPT4	CPT4	S	75756	19700101	20991231	
2211608		Procedure	CPT4	CPT4	S	75774	19700101	20991231	
42737977		Procedure	CPT4	CPT4	S	75790	19700101	20100403	
40756855		Procedure	CPT4	CPT4	S	75791	20100403	20170507	
2211610		Procedure	CPT4	CPT4	S	75801	19700101	20991231	
2211611		Procedure	CPT4	CPT4	S	75803	19700101	20991231	
2211612		Procedure	CPT4	CPT4	S	75805	19700101	20991231	
2211613		Procedure	CPT4	CPT4	S	75807	19700101	20991231	
2211614		Procedure	CPT4	CPT4	S	75809	19700101	20991231	
2211615		Procedure	CPT4	CPT4	S	75810	19700101	20991231	
2211616		Procedure	CPT4	CPT4	S	75820	19700101	20991231	
2211617		Procedure	CPT4	CPT4	S	75822	19700101	20991231	
2211618		Procedure	CPT4	CPT4	S	75825	19700101	20991231	
2211619		Procedure	CPT4	CPT4	S	75827	19700101	20991231	
2211620		Procedure	CPT4	CPT4	S	75831	19700101	20991231	
2211621		Procedure	CPT4	CPT4	S	75833	19700101	20991231	
2211622		Procedure	CPT4	CPT4	S	75840	19700101	20991231	
2211623		Procedure	CPT4	CPT4	S	75842	19700101	20991231	
2211624		Procedure	CPT4	CPT4	S	75860	19700101	20991231	
2211625		Procedure	CPT4	CPT4	S	75870	19700101	20991231	
2211626		Procedure	CPT4	CPT4	S	75872	19700101	20991231	
2211627		Procedure	CPT4	CPT4	S	75880	19700101	20991231	
2211628		Procedure	CPT4	CPT4	S	75885	19700101	20991231	
2211629		Procedure	CPT4	CPT4	S	75887	19700101	20991231	
2211630		Procedure	CPT4	CPT4	S	75889	19700101	20991231	
2211631		Procedure	CPT4	CPT4	S	75891	19700101	20991231	
2211632		Procedure	CPT4	CPT4	S	75893	19700101	20991231	
2211633		Procedure	CPT4	CPT4	S	75894	19700101	20991231	
2211634		Procedure	CPT4	CPT4	S	75896	19700101	20170507	
2211635		Procedure	CPT4	CPT4	S	75898	19700101	20991231	
2211636		Procedure	CPT4	CPT4	S	75900	19700101	20130508	
2211637		Procedure	CPT4	CPT4	S	75901	20030331	20991231	
2211638		Procedure	CPT4	CPT4	S	75902	20030331	20991231	
2211639		Procedure	CPT4	CPT4	S	75940	19700101	20120507	
2211640		Procedure	CPT4	CPT4	S	75945	19700101	20170507	
2211641		Procedure	CPT4	CPT4	S	75946	19700101	20170507	
2211642		Procedure	CPT4	CPT4	S	75952	19700101	20180506	
2211643		Procedure	CPT4	CPT4	S	75953	19700101	20180506	
2211644		Procedure	CPT4	CPT4	S	75954	20030331	20180506	
2211645		Procedure	CPT4	CPT4	S	75956	20060213	20991231	
2211646		Procedure	CPT4	CPT4	S	75957	20060213	20991231	
2211647		Procedure	CPT4	CPT4	S	75958	20060213	20991231	
2211648		Procedure	CPT4	CPT4	S	75959	20060213	20991231	
2211649		Procedure	CPT4	CPT4	S	75960	19700101	20140415	
2211650		Procedure	CPT4	CPT4	S	75961	19700101	20130508	
2211651		Procedure	CPT4	CPT4	S	75962	19700101	20170507	
2211652		Procedure	CPT4	CPT4	S	75964	19700101	20170507	
2211653		Procedure	CPT4	CPT4	S	75966	19700101	20170507	
2211654		Procedure	CPT4	CPT4	S	75968	19700101	20170507	
2211655		Procedure	CPT4	CPT4	S	75970	19700101	20991231	
2211656		Procedure	CPT4	CPT4	S	75978	19700101	20170507	
2211657		Procedure	CPT4	CPT4	S	75980	19700101	20170507	
2211658		Procedure	CPT4	CPT4	S	75982	19700101	20170507	
2211659		Procedure	CPT4	CPT4	S	75984	19700101	20991231	
2211660		Procedure	CPT4	CPT4	S	75989	19700101	20991231	
42738016		Procedure	CPT4	CPT4	S	75992	19700101	20110505	
42738017		Procedure	CPT4	CPT4	S	75993	19700101	20110505	
42738018		Procedure	CPT4	CPT4	S	75994	19700101	20110505	
42738019		Procedure	CPT4	CPT4	S	75995	19700101	20110505	
42738020		Procedure	CPT4	CPT4	S	75996	19700101	20110505	
42740536		Procedure	CPT4	CPT4	S	75998	20040331	20160311	
42739591		Procedure	CPT4	CPT4 Modifier	S	76	19700101	20991231	
2211668		Procedure	CPT4	CPT4	S	76000	19700101	20991231	
2211669		Procedure	CPT4	CPT4	S	76001	19700101	20190505	
42737556		Procedure	CPT4	CPT4	S	76003	19700101	20160311	
42739953		Procedure	CPT4	CPT4	S	76005	19700101	20070703	
42739703		Procedure	CPT4	CPT4	S	76006	19700101	20070703	
2211673		Procedure	CPT4	CPT4	S	76010	19700101	20991231	
42740103		Procedure	CPT4	CPT4	S	76012	19700101	20070703	
42740104		Procedure	CPT4	CPT4	S	76013	19700101	20070703	
42734718		Procedure	CPT4	CPT4		76020	19700101	20160311	
42737557		Procedure	CPT4	CPT4		76040	19700101	20160311	
42734615		Procedure	CPT4	CPT4		76061	19700101	20160311	
42734614		Procedure	CPT4	CPT4		76062	19700101	20160311	
42734616		Procedure	CPT4	CPT4		76065	19700101	20160311	
42734617		Procedure	CPT4	CPT4	S	76066	19700101	20070703	
42734623		Procedure	CPT4	CPT4	S	76070	19700101	20070703	
42740361		Procedure	CPT4	CPT4	S	76071	20030331	20070703	
42739102		Procedure	CPT4	CPT4	S	76075	19700101	20070703	
42739103		Procedure	CPT4	CPT4	S	76076	19700101	20070703	
42740642		Procedure	CPT4	CPT4	S	76077	20050119	20070703	
42739250		Procedure	CPT4	CPT4	S	76078	19700101	20070703	
2211688		Procedure	CPT4	CPT4	S	76080	19700101	20991231	
42740537		Procedure	CPT4	CPT4	S	76082	20040331	20070703	
42740538		Procedure	CPT4	CPT4	S	76083	20040331	20070703	
42739824		Procedure	CPT4	CPT4	S	76085	19700101	20040331	
42737558		Procedure	CPT4	CPT4		76086	19700101	20160311	
42737559		Procedure	CPT4	CPT4		76088	19700101	20160311	
42734812		Procedure	CPT4	CPT4	S	76090	19700101	20160311	
42734813		Procedure	CPT4	CPT4	S	76091	19700101	20160311	
42737560		Procedure	CPT4	CPT4	S	76092	19700101	20070703	
42737561		Procedure	CPT4	CPT4		76093	19700101	20160311	
42737562		Procedure	CPT4	CPT4		76094	19700101	20160311	
42737563		Procedure	CPT4	CPT4	S	76095	19700101	20160311	
42737564		Procedure	CPT4	CPT4	S	76096	19700101	20160311	
2211701		Procedure	CPT4	CPT4	S	76098	19700101	20991231	
2211702		Procedure	CPT4	CPT4	S	76100	19700101	20991231	
2211703		Procedure	CPT4	CPT4	S	76101	19700101	20211231	
2211704		Procedure	CPT4	CPT4	S	76102	19700101	20211231	
2211705		Procedure	CPT4	CPT4	S	76120	19700101	20991231	
2211706		Procedure	CPT4	CPT4	S	76125	19700101	20991231	
2211707		Procedure	CPT4	CPT4	S	76140	19700101	20991231	
759653		Procedure	CPT4	CPT4	S	76145	20210503	20991231	
42732371		Procedure	CPT4	CPT4	S	76150	19700101	20110505	
42734612		Procedure	CPT4	CPT4	S	76350	19700101	20110505	
42734624		Procedure	CPT4	CPT4	S	76355	19700101	20070703	
42734625		Procedure	CPT4	CPT4	S	76360	19700101	20070703	
42739825		Procedure	CPT4	CPT4	S	76362	19700101	20070703	
2211713		Procedure	CPT4	CPT4	S	76365	19700101	20130508	
42734626		Procedure	CPT4	CPT4	S	76370	19700101	20070703	
42739616		Procedure	CPT4	CPT4	S	76375	19700101	20060213	
2211716		Procedure	CPT4	CPT4	S	76376	20060213	20991231	
2211717		Procedure	CPT4	CPT4	S	76377	20060213	20991231	
2211718		Procedure	CPT4	CPT4		76380	19700101	20991231	
2211719		Procedure	CPT4	CPT4		76390	19700101	20991231	
926946		Procedure	CPT4	CPT4		76391	20050718	20991231	
42740105		Procedure	CPT4	CPT4	S	76393	19700101	20160311	
42739932		Procedure	CPT4	CPT4	S	76394	19700101	20070703	
42734627		Procedure	CPT4	CPT4		76400	19700101	20160311	
42739826		Procedure	CPT4	CPT4	S	76490	19700101	20040331	
2211724		Procedure	CPT4	CPT4	S	76496	20030331	20991231	
2211725		Procedure	CPT4	CPT4	S	76497	20030331	20991231	
2211726		Procedure	CPT4	CPT4	S	76498	20030331	20991231	
2211727		Procedure	CPT4	CPT4	S	76499	19700101	20991231	
2211728		Procedure	CPT4	CPT4	S	76506	19700101	20991231	
2211729		Procedure	CPT4	CPT4	S	76510	20050119	20991231	
2211730		Procedure	CPT4	CPT4	S	76511	19700101	20991231	
2211731		Procedure	CPT4	CPT4		76512	19700101	20991231	
2211732		Procedure	CPT4	CPT4	S	76513	19700101	20991231	
2211733		Procedure	CPT4	CPT4	S	76514	20040331	20991231	
2211734		Procedure	CPT4	CPT4		76516	19700101	20991231	
2211735		Procedure	CPT4	CPT4	S	76519	19700101	20991231	
2211736		Procedure	CPT4	CPT4		76529	19700101	20991231	
2211737		Procedure	CPT4	CPT4	S	76536	19700101	20991231	
2211738		Procedure	CPT4	CPT4	S	76604	19700101	20991231	
46257455		Procedure	CPT4	CPT4	S	76641	20150511	20991231	
46257484		Procedure	CPT4	CPT4	S	76642	20150501	20991231	
2211739		Procedure	CPT4	CPT4		76645	19700101	20150510	
2211740		Procedure	CPT4	CPT4	S	76700	19700101	20991231	
2211741		Procedure	CPT4	CPT4	S	76705	19700101	20991231	
42628063		Procedure	CPT4	CPT4	S	76706	20170501	20991231	
2211742		Procedure	CPT4	CPT4	S	76770	19700101	20991231	
2211743		Procedure	CPT4	CPT4	S	76775	19700101	20991231	
2211744		Procedure	CPT4	CPT4	S	76776	20070703	20991231	
42737578		Procedure	CPT4	CPT4	S	76778	19700101	20070703	
2211746		Procedure	CPT4	CPT4		76800	19700101	20991231	
2211747		Procedure	CPT4	CPT4	S	76801	20030331	20991231	
2211748		Procedure	CPT4	CPT4	S	76802	20030331	20991231	
2211749		Procedure	CPT4	CPT4	S	76805	19700101	20991231	
2211750		Procedure	CPT4	CPT4	S	76810	19700101	20991231	
2211751		Procedure	CPT4	CPT4	S	76811	20030331	20991231	
2211752		Procedure	CPT4	CPT4	S	76812	20030331	20991231	
2211753		Procedure	CPT4	CPT4	S	76813	20070703	20991231	
2211754		Procedure	CPT4	CPT4	S	76814	20070703	20991231	
2211755		Procedure	CPT4	CPT4	S	76815	19700101	20991231	
2211756		Procedure	CPT4	CPT4	S	76816	19700101	20991231	
2211757		Procedure	CPT4	CPT4	S	76817	20030331	20991231	
2211758		Procedure	CPT4	CPT4		76818	19700101	20991231	
2211759		Procedure	CPT4	CPT4		76819	19700101	20991231	
2211760		Procedure	CPT4	CPT4	S	76820	20050119	20991231	
2211761		Procedure	CPT4	CPT4	S	76821	20050119	20991231	
2722250		Procedure	CPT4	CPT4	S	76825	19700101	20991231	
2211762		Procedure	CPT4	CPT4	S	76826	19700101	20991231	
2211763		Procedure	CPT4	CPT4	S	76827	19700101	20991231	
2211764		Procedure	CPT4	CPT4	S	76828	19700101	20991231	
2211765		Procedure	CPT4	CPT4		76830	19700101	20991231	
2211766		Procedure	CPT4	CPT4	S	76831	19700101	20991231	
2211767		Procedure	CPT4	CPT4	S	76856	19700101	20991231	
2211768		Procedure	CPT4	CPT4	S	76857	19700101	20991231	
2211769		Procedure	CPT4	CPT4		76870	19700101	20991231	
2211770		Procedure	CPT4	CPT4	S	76872	19700101	20991231	
2211771		Procedure	CPT4	CPT4	S	76873	19700101	20991231	
42734918		Procedure	CPT4	CPT4	S	76880	19700101	20110505	
40757038		Procedure	CPT4	CPT4		76881	20110505	20991231	
40756968		Procedure	CPT4	CPT4		76882	20110505	20991231	
1552283		Procedure	CPT4	CPT4	S	76883	20230501	20991231	
2211773		Procedure	CPT4	CPT4	S	76885	19700101	20991231	
2211774		Procedure	CPT4	CPT4	S	76886	19700101	20991231	
2211775		Procedure	CPT4	CPT4		76930	19700101	20200503	
2211776		Procedure	CPT4	CPT4		76932	19700101	20991231	
2211777		Procedure	CPT4	CPT4	S	76934	19700101	20130508	
2211778		Procedure	CPT4	CPT4	S	76936	19700101	20991231	
2211779		Procedure	CPT4	CPT4	S	76937	20040331	20991231	
2211780		Procedure	CPT4	CPT4	S	76938	19700101	20130508	
2211781		Procedure	CPT4	CPT4	S	76940	20040331	20991231	
2211782		Procedure	CPT4	CPT4	S	76941	19700101	20991231	
2211783		Procedure	CPT4	CPT4	S	76942	19700101	20991231	
2211784		Procedure	CPT4	CPT4		76945	19700101	20991231	
2211785		Procedure	CPT4	CPT4		76946	19700101	20991231	
2211786		Procedure	CPT4	CPT4		76948	19700101	20991231	
2211787		Procedure	CPT4	CPT4	S	76950	19700101	20150510	
2211788		Procedure	CPT4	CPT4	S	76960	19700101	20130508	
2211789		Procedure	CPT4	CPT4	S	76965	19700101	20991231	
2211790		Procedure	CPT4	CPT4	S	76970	19700101	20201231	
2211791		Procedure	CPT4	CPT4	S	76975	19700101	20991231	
2211792		Procedure	CPT4	CPT4	S	76977	19700101	20991231	
927098		Procedure	CPT4	CPT4	S	76978	20190506	20991231	
927099		Procedure	CPT4	CPT4	S	76979	20190506	20991231	
927100		Procedure	CPT4	CPT4	S	76981	20190506	20991231	
927101		Procedure	CPT4	CPT4	S	76982	20190506	20991231	
927102		Procedure	CPT4	CPT4	S	76983	20190506	20991231	
42734897		Procedure	CPT4	CPT4		76986	19700101	20160311	
2211794		Procedure	CPT4	CPT4	S	76998	20070703	20991231	
2211795		Procedure	CPT4	CPT4	S	76999	19700101	20991231	
